shot,method,display_name,class_name,num_runs,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std
64,baseline_cnn,CNN Baseline,airplane,7,0.6474643445587829,0.05280936523031556,0.6834262246993253,0.10407914521573218,0.6590218849051834,0.04389974018601334
64,baseline_cnn,CNN Baseline,harbor,7,0.357928153431758,0.10446479869167609,0.9175348755076814,0.013722207019936612,0.5075863196346705,0.10084526800816228
64,baseline_cnn,CNN Baseline,ship,7,0.9220897536510412,0.0301745594986755,0.6894717865512889,0.05447696393592218,0.7873536352219943,0.030526357225517078
64,baseline_cnn,CNN Baseline,vehicle,7,0.6781168891270684,0.059455825808963796,0.7964996718442354,0.06172525707092535,0.7292491501265451,0.028310981128222123
64,hybrid_control,Classical Control,airplane,7,0.6375790708265919,0.02906793683856584,0.7314168377823409,0.05022146798214088,0.6801325125023299,0.02364017058438967
64,hybrid_control,Classical Control,harbor,7,0.3144427346777406,0.08261759871732588,0.9279533815998587,0.013997807209678624,0.4647040567558248,0.08831809295085354
64,hybrid_control,Classical Control,ship,7,0.8845998024089754,0.034108001193142716,0.7375415282392026,0.05646779339115867,0.8037071477069807,0.04315216548927022
64,hybrid_control,Classical Control,vehicle,7,0.7520330099656816,0.04503733937691582,0.721723911616714,0.06587825574778848,0.7336534495312487,0.029882084469015312
64,hybrid_no_entanglement,QNN No-Ent,airplane,7,0.6294975222688555,0.0481802077115754,0.7298327955412144,0.05785281581971553,0.6732647986117836,0.02485098239882975
64,hybrid_no_entanglement,QNN No-Ent,harbor,7,0.3011162707323193,0.056570614479916424,0.9327211725233975,0.013872497946734385,0.4528896120704527,0.06450074078635405
64,hybrid_no_entanglement,QNN No-Ent,ship,7,0.8891690840583792,0.026142170803394697,0.7399108913440985,0.054329130397274605,0.8066874751823588,0.034789116380435865
64,hybrid_no_entanglement,QNN No-Ent,vehicle,7,0.7656052943100569,0.050440244038574854,0.7233646904397287,0.06371627029447285,0.7409772871643571,0.03303141349419399
64,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,airplane,7,0.6388031682092844,0.040614862498325535,0.716104429451452,0.09157979338892973,0.6704517636431594,0.03096649710200077
64,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,harbor,7,0.3097899849699797,0.0584536543493897,0.9272470422037788,0.023129919112604605,0.46186919259242,0.0638875579573833
64,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,ship,7,0.8835377307450736,0.02317554433277068,0.7560071080893147,0.04737931421597974,0.8142026839514404,0.03237122129350778
64,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,vehicle,7,0.7659043020744368,0.05089248170013396,0.7144607306935025,0.06177731352416737,0.7362642097126878,0.029977584831361447
