shot,seed,method,display_name,true_class,pred_class,count,row_normalized
32,42,baseline_cnn,CNN Baseline,airplane,airplane,0.0,0.0
32,42,baseline_cnn,CNN Baseline,airplane,ship,55.0,0.022587268993839837
32,42,baseline_cnn,CNN Baseline,airplane,vehicle,2380.0,0.9774127310061602
32,42,baseline_cnn,CNN Baseline,airplane,harbor,0.0,0.0
32,42,baseline_cnn,CNN Baseline,ship,airplane,0.0,0.0
32,42,baseline_cnn,CNN Baseline,ship,ship,7231.0,0.6517937623940869
32,42,baseline_cnn,CNN Baseline,ship,vehicle,3863.0,0.3482062376059131
32,42,baseline_cnn,CNN Baseline,ship,harbor,0.0,0.0
32,42,baseline_cnn,CNN Baseline,vehicle,airplane,0.0,0.0
32,42,baseline_cnn,CNN Baseline,vehicle,ship,1075.0,0.16462480857580397
32,42,baseline_cnn,CNN Baseline,vehicle,vehicle,5455.0,0.835375191424196
32,42,baseline_cnn,CNN Baseline,vehicle,harbor,0.0,0.0
32,42,baseline_cnn,CNN Baseline,harbor,airplane,0.0,0.0
32,42,baseline_cnn,CNN Baseline,harbor,ship,716.0,0.8850432632880099
32,42,baseline_cnn,CNN Baseline,harbor,vehicle,93.0,0.11495673671199011
32,42,baseline_cnn,CNN Baseline,harbor,harbor,0.0,0.0
32,42,hybrid_control,Classical Control,airplane,airplane,1686.0,0.6924024640657084
32,42,hybrid_control,Classical Control,airplane,ship,139.0,0.05708418891170431
32,42,hybrid_control,Classical Control,airplane,vehicle,564.0,0.23162217659137577
32,42,hybrid_control,Classical Control,airplane,harbor,46.0,0.0188911704312115
32,42,hybrid_control,Classical Control,ship,airplane,272.0,0.024517757346313323
32,42,hybrid_control,Classical Control,ship,ship,8308.0,0.7488732648278349
32,42,hybrid_control,Classical Control,ship,vehicle,1608.0,0.14494321254732287
32,42,hybrid_control,Classical Control,ship,harbor,906.0,0.08166576527852894
32,42,hybrid_control,Classical Control,vehicle,airplane,433.0,0.0663093415007657
32,42,hybrid_control,Classical Control,vehicle,ship,1060.0,0.16232771822358347
32,42,hybrid_control,Classical Control,vehicle,vehicle,5023.0,0.769218989280245
32,42,hybrid_control,Classical Control,vehicle,harbor,14.0,0.0021439509954058193
32,42,hybrid_control,Classical Control,harbor,airplane,8.0,0.009888751545117428
32,42,hybrid_control,Classical Control,harbor,ship,106.0,0.13102595797280595
32,42,hybrid_control,Classical Control,harbor,vehicle,40.0,0.049443757725587144
32,42,hybrid_control,Classical Control,harbor,harbor,655.0,0.8096415327564895
32,42,hybrid_no_entanglement,QNN No-Ent,airplane,airplane,1627.0,0.6681724845995893
32,42,hybrid_no_entanglement,QNN No-Ent,airplane,ship,255.0,0.10472279260780287
32,42,hybrid_no_entanglement,QNN No-Ent,airplane,vehicle,510.0,0.20944558521560575
32,42,hybrid_no_entanglement,QNN No-Ent,airplane,harbor,43.0,0.017659137577002052
32,42,hybrid_no_entanglement,QNN No-Ent,ship,airplane,205.0,0.018478456823508203
32,42,hybrid_no_entanglement,QNN No-Ent,ship,ship,9045.0,0.8153055705786911
32,42,hybrid_no_entanglement,QNN No-Ent,ship,vehicle,1020.0,0.09194159004867496
