shot,method,display_name,class_name,num_runs,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std
16,baseline_cnn,CNN Baseline,airplane,7,0.12013539933615155,0.25292944219306085,0.24053974772660605,0.41845353756796444,0.13877151695085996,0.2647315403325519
16,baseline_cnn,CNN Baseline,harbor,7,0.0,0.0,0.0,0.0,0.0,0.0
16,baseline_cnn,CNN Baseline,ship,7,0.364176692986291,0.34424207079484687,0.39402250894949653,0.4177375863165687,0.3700202138361325,0.37046753959745554
16,baseline_cnn,CNN Baseline,vehicle,7,0.47602597773410316,0.16238083380361942,0.7476263399693721,0.19008591919101991,0.5510556216032588,0.10358807182702544
16,hybrid_control,Classical Control,airplane,7,0.32169745235201336,0.32852960114700347,0.36996186564975064,0.37337216854089766,0.3216707772694352,0.31394530609546295
16,hybrid_control,Classical Control,harbor,7,0.12432763369670262,0.14595685931400118,0.4368709164753664,0.4266391911312512,0.18607501079770328,0.20542460948849786
16,hybrid_control,Classical Control,ship,7,0.4820200912477615,0.4612909956649172,0.2261454067835896,0.35628098831498417,0.23498550658507036,0.3149444797845517
16,hybrid_control,Classical Control,vehicle,7,0.44940440189686526,0.2022033683216771,0.7447823233428134,0.28463428352981834,0.4791591325806209,0.10064658277159778
16,hybrid_no_entanglement,QNN No-Ent,airplane,7,0.4770154017379665,0.22238105801146424,0.6332062188325022,0.3055321353400476,0.5357565258414929,0.24551186516656484
16,hybrid_no_entanglement,QNN No-Ent,harbor,7,0.3068071718987264,0.22091672408335356,0.6740243687091647,0.31046693314637486,0.3895730943962843,0.23564162961752616
16,hybrid_no_entanglement,QNN No-Ent,ship,7,0.9052008102388674,0.08829640769986745,0.3986968502923073,0.22597201614293427,0.5147787866924992,0.2128860200975798
16,hybrid_no_entanglement,QNN No-Ent,vehicle,7,0.4922414195377194,0.15223608952555684,0.7449135856486546,0.167488109524598,0.5722776430458257,0.09821384575410651
16,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,airplane,7,0.43102004894081486,0.23177203013481104,0.6154297447931945,0.2880704542971091,0.49496906661826284,0.2376700947138922
16,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,harbor,7,0.243433912055579,0.24268496300383924,0.5952675260462652,0.4099689985570847,0.3168168164987155,0.2760420639851986
16,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,ship,7,0.7642535845564944,0.34556385576378684,0.361894460326045,0.264512111875413,0.45854689681052063,0.2716785704709705
16,hybrid_zz_real_amplitudes,QNN ZZ+RealAmp,vehicle,7,0.4833630115362156,0.14513624220227056,0.7142419601837672,0.20472908837372583,0.5477908652625333,0.0908873701943788
