shot,seed,method,circuit_type,accuracy,f1,macro_f1,weighted_f1,roc_auc,runtime_seconds,best_epoch,num_classes,class_names
32,42,baseline_cnn,,0.6079164270653632,0.3281153549411686,0.3281153549411686,0.5675016162520112,0.8706008229144284,56.20203383406624,3,4,"airplane,ship,vehicle,harbor"
32,42,hybrid_control,,0.7510063254744106,0.6922273948679266,0.6922273948679266,0.7572658482331017,0.890206297980744,68.09849733300507,7,4,"airplane,ship,vehicle,harbor"
32,42,hybrid_no_entanglement,no_entanglement,0.786467318382212,0.7169178596496055,0.7169178596496055,0.7910403530370959,0.9050676593130415,154.22701191704255,7,4,"airplane,ship,vehicle,harbor"
32,42,hybrid_zz_real_amplitudes,zz_real_amplitudes,0.688709986582327,0.6260189978837323,0.6260189978837323,0.708864651040911,0.888652638318441,438.73333133291453,8,4,"airplane,ship,vehicle,harbor"
32,43,baseline_cnn,,0.5706344642514856,0.3092289008059371,0.3092289008059371,0.5269426483917762,0.8321914101486609,54.82217745797243,2,4,"airplane,ship,vehicle,harbor"
32,43,hybrid_control,,0.6695418823078397,0.5983990514492984,0.5983990514492984,0.6976121891226975,0.9030383786531724,71.14132091600914,9,4,"airplane,ship,vehicle,harbor"
32,43,hybrid_no_entanglement,no_entanglement,0.6847805252060571,0.6141534008295594,0.6141534008295594,0.70685080677795,0.9077449652779334,158.70453258405905,9,4,"airplane,ship,vehicle,harbor"
32,43,hybrid_zz_real_amplitudes,zz_real_amplitudes,0.6905788767490895,0.6243478347087994,0.6243478347087994,0.711381562107365,0.9049467387261289,437.2063365000067,8,4,"airplane,ship,vehicle,harbor"
32,44,baseline_cnn,,0.3559516963772283,0.280725546561494,0.280725546561494,0.22180558586829335,0.8618832764692901,57.763078665942885,4,4,"airplane,ship,vehicle,harbor"
32,44,hybrid_control,,0.62037569484378,0.5800681870917278,0.5800681870917278,0.6293408801244248,0.910966926500187,65.88856391701847,7,4,"airplane,ship,vehicle,harbor"
32,44,hybrid_no_entanglement,no_entanglement,0.717270461951313,0.6430969676462438,0.6430969676462438,0.7376407310584144,0.9177001512429702,158.12815637502354,8,4,"airplane,ship,vehicle,harbor"
32,44,hybrid_zz_real_amplitudes,zz_real_amplitudes,0.7009296530573126,0.6212492322033231,0.6212492322033231,0.7285120254450541,0.918020388172081,437.04651229199953,8,4,"airplane,ship,vehicle,harbor"
32,45,baseline_cnn,,0.7555587502396013,0.7254759824628001,0.7254759824628001,0.7610269092866601,0.915845191377709,63.993111334042624,10,4,"airplane,ship,vehicle,harbor"
32,45,hybrid_control,,0.7230208932336591,0.6451990843768518,0.6451990843768518,0.7387878394078444,0.916188132758997,65.88489566708449,4,4,"airplane,ship,vehicle,harbor"
32,45,hybrid_no_entanglement,no_entanglement,0.7041882307839754,0.6196654557818515,0.6196654557818515,0.7276147357217452,0.9154645882009793,142.6094816250261,5,4,"airplane,ship,vehicle,harbor"
32,45,hybrid_zz_real_amplitudes,zz_real_amplitudes,0.7119513130151428,0.6185035813312267,0.6185035813312267,0.7232730911717152,0.9219008735583513,383.33963054209016,5,4,"airplane,ship,vehicle,harbor"
32,46,baseline_cnn,,0.3129193022810044,0.11916928242937441,0.11916928242937441,0.1491614748445112,0.7830968670324023,56.76907000003848,1,4,"airplane,ship,vehicle,harbor"
32,46,hybrid_control,,0.6468276787425724,0.5668542441125686,0.5668542441125686,0.6633380585612367,0.8863835853395006,73.19906100002117,9,4,"airplane,ship,vehicle,harbor"
32,46,hybrid_no_entanglement,no_entanglement,0.6208548974506422,0.5637680191250443,0.5637680191250443,0.6444766223872264,0.862380758356997,160.78556520794518,9,4,"airplane,ship,vehicle,harbor"
32,46,hybrid_zz_real_amplitudes,zz_real_amplitudes,0.6557887674908951,0.5941752152459259,0.5941752152459259,0.6730931394067052,0.8963323368391397,438.72334562498145,9,4,"airplane,ship,vehicle,harbor"
32,47,baseline_cnn,,0.33889208357293465,0.2239312523423653,0.2239312523423653,0.19927100154515254,0.8066710966676686,54.5449114999501,2,4,"airplane,ship,vehicle,harbor"
32,47,hybrid_control,,0.6313973548016101,0.5681550989841533,0.5681550989841533,0.6631185243660928,0.9102645258109365,63.85301687498577,10,4,"airplane,ship,vehicle,harbor"
32,47,hybrid_no_entanglement,no_entanglement,0.6288575809852406,0.5650060938519573,0.5650060938519573,0.6675719740445696,0.9025799168289934,141.69317766604945,12,4,"airplane,ship,vehicle,harbor"
32,47,hybrid_zz_real_amplitudes,zz_real_amplitudes,0.6633601686793176,0.5905030785074132,0.5905030785074132,0.6965810608489938,0.9096848461291158,405.36729862506036,10,4,"airplane,ship,vehicle,harbor"
32,48,baseline_cnn,,0.5443262411347518,0.529513731168547,0.529513731168547,0.5371338702421632,0.8887771434486587,54.027917791041546,10,4,"airplane,ship,vehicle,harbor"
32,48,hybrid_control,,0.6415564500670884,0.5730698916819291,0.5730698916819291,0.6794672005506847,0.9012059642824517,62.872160500031896,10,4,"airplane,ship,vehicle,harbor"
32,48,hybrid_no_entanglement,no_entanglement,0.6385374736438566,0.5668649853092238,0.5668649853092238,0.6709107253009241,0.8885820418034525,139.30081491707824,8,4,"airplane,ship,vehicle,harbor"
32,48,hybrid_zz_real_amplitudes,zz_real_amplitudes,0.6361893808702319,0.562038710725319,0.562038710725319,0.6733124582006845,0.8898285254340308,425.7579605419887,10,4,"airplane,ship,vehicle,harbor"
