shot,method,circuit_type,num_runs,accuracy_mean,accuracy_std,f1_mean,f1_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,roc_auc_mean,roc_auc_std,runtime_seconds_mean,runtime_seconds_std
32,baseline_cnn,,7,0.49802842356033844,0.16612642044705192,0.35945143581595523,0.20359207787458958,0.35945143581595523,0.20359207787458958,0.42326330091865255,0.23255624143692408,0.851295115436974,0.04666135073661495,56.87461436900776,3.40757895914442
32,hybrid_control,,7,0.6691037542101372,0.049441134773526484,0.603424707509208,0.04779218735337138,0.603424707509208,0.04779218735337138,0.6898472200522975,0.045067858439092265,0.9026076873322841,0.011046106544731465,67.27678802973658,3.778681888229476
32,hybrid_no_entanglement,no_entanglement,7,0.6829937840576138,0.05930485255085508,0.6127818260276408,0.0556863493139168,0.6127818260276408,0.0556863493139168,0.7065865640468465,0.05031833023864847,0.8999314401463382,0.019106345713583744,150.77839147031773,9.218516039067397
32,hybrid_zz_real_amplitudes,zz_real_amplitudes,7,0.6782154494920452,0.027101227066143645,0.6052623786579628,0.023927140837265163,0.6052623786579628,0.023927140837265163,0.7021454268887756,0.022279914516582112,0.9041951924538983,0.013198010633069433,423.7392022084345,21.531079424585297
